Identifier,Label,Status,Description,Created,Modified,History notes,Type
422,Health and safety training,Live,The local authority provide food hygiene and occupational health and safety training courses for managers and staff of local businesses.  Some of the courses may also be open to members of the public.,2013-04-03,2013-04-03,Term name changed from 'Training courses' to 'Training courses (health and safety)' and scope notes added in version 2.02. Term name changed from 'Training courses (health and safety)' to 'Safety - health and safety - training courses' in version 3.00. Name changed to 'Health and safety training' in version 4.00.,Service
1688,Health and wellbeing strategy,Live,"Established and hosted by local authorities, health and wellbeing boards bring together the NHS, public health, adult social care and children's services, including elected representatives and Local Healthwatch, to plan and form a strategy of how best to meet the needs of their local population and tackle local inequalities in health.",2014-02-20,2019-05-16,,Service
1447,Health care in prisons,Live,Inmates in a prison are entitled to access to the same level of health care as the general population.,2013-04-03,2013-04-03,Added in version 3.09.,Service
1569,Health care insurance,Live,"The sick, elderly or disabled who cannot care for themselves can claim a fixed monthly benefit for their care fund. Everyone more than 25 years of age is obliged to join a care fund and pay an annual amount for care insurance. You can get help in complying with the formalities of joining thecare fund in order to submit an application and request a review.",2010-10-20,2010-10-20,Added scope notes in version 3.11.,Service
1747,Health checks,Live,Free health checks are provided to anyone eligible between the ages of 40 and 74 tro enable them to take steps to maintain or improve their health.,2015-02-05,2015-02-05,,Service
1807,Health support groups and organisations,Live,"Local groups and organisations which can offer advice and support to those suffering from long term health conditions such as autism, diabetes, osteoporosis and many others.  Some groups or organisations may work with specified conditions while others may be more general.",2019-05-16,2019-05-16,Added in May 2019.,Service
1541,Heating allowance,Live,"Families on a low income can under certain conditions receive a contribution to heating costs (Domestic fuel oil, heating paraffin oil and bulk propane gas). The contribution must be claimed from the municipal administration.",2010-10-20,2010-10-20,Added scope notes in version 3.11.,Service
1817,Help leaving prison,Live,Help for prisoners due for release or who have just been release from prison.  Help may include assistance with finding accommodation and benefits advice.,2020-04-28,2020-04-28,Service added in 2020 annual review.,Service
1122,High hedges,Live,"Provided they have tried and exhausted all other avenues for resolving their hedge dispute, people have been able to take their complaint about a neighbour's evergreen hedge to their local authority. The role of the local authority is not to mediate or negotiate between the complainant and the hedge owner but to adjudicate on whether the hedge is adversely affecting the complainant's reasonable enjoyment of their property.",2013-04-03,2013-04-03,Name changed to 'High hedges' in version 4.00.,Service
1655,Highway planting licence,Live,"The owner of any land adjacent to a highway requires a licence from the highway authority to plant and maintain shrubs, plants or grass on such land.  The licence may stipulate the location and height of any planting.",2013-09-27,2013-09-27,"Added in version 4.0.1 to the English hand welsh, local government service list.",Service
744,Highway projection licence,Live,The local authority is responsible for processing applications for licences are required for any display or temporary construction which may protrude or project over a public highway.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to include relevant legislation. Term name changed from 'Licence - highway projection' to 'Licences - highway projection' in version 3.00. Name changed to 'Highway projection licence' in version 4.00.,Service
841,Historic sites maintenance,Live,"Maintenance and preservation of sites of historical or cultural interest and ancient monuments within the local authority area. In many cases this may be undertaken jointly or wholly by third party organisations. Local authorities are obliged to maintain a list of all monuments in their area, which is available for public inspection.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00 to include publication of statutory register. Term name changed from 'Sites and ancient monuments' to 'Land and property - historic sites - maintenance' in version 3.00. name changed to 'Historic sites maintenance' in version 4.00.,Service
323,Historical record searches,Live,"Searches of the records in a Registrars Office for details of births, marriages or deaths, usually for copy certificates. Copy certificates can only be obtained from the district in which the birth, marriage or death was first registered.",2013-04-03,2019-05-16,"Term name changed from 'Births historical searches' to 'Births- historical searches' and scope notes added in version 2.02. Term name changed from 'Births- historical searches' to 'Birth - historical searches' in version 3.00. Merged with other historical searches and name changed to ""Historical record searches' 25/01/2019.",Service
202,HIV / AIDS support for adults,Live,"This service provides a confidential service, counselling and emotional support, financial advice and practical advice to people diagnosed with HIV.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Support for adults with HIV' to 'Social services - HIV / AIDS - advice and support for adults' in version 3.00. Name changed to HIV/AIDS support for adults in version 4.00.,Service
246,HIV / AIDS support for children and young people,Live,Support for children and the families of children living with HIV and AIDS to ensure that children with HIV and their families receive the best support to live their lives as they would choose..,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Support for children with HIV' to 'Children and young people - HIV / AIDS - advice and support' in version 3.00. Name changed to 'HIV/AIDS support for children and young people' and scope note revised  in version 4.00. ,Service
1804,Hobby and interest classes and groups,Live,"Classes or groups which provide instrusction or a means of participating in various hobbies an interests such as bridge, board games,",2019-05-16,2019-05-16,Added in May 2019.,Service
178,Home adaptations and aids,Live,"If a client is visually impaired, hard of hearing or has other disabilities for which he/she may need special equipment or adaptations to his/her home the local authority will provide such equipment which will assist in overcoming difficulties subject to an assessment of personal needs to determine eligibility.",2013-04-03,2019-05-16,Added scope notes in version 2.02. Term name changed from 'Equipment and adaptations to the home' to 'Disabled people - home adaptations and aids' in version 3.00. Name changed to 'Home adaptations and aids' 25/01/2019,Service
1810,Home and garden care and maintenance,Live,"Businesses providing services to maintain your home and garden.  This includes cleaning and laundry services, garden maitenance, decorating etc.",2020-04-28,2020-04-28,Service added in 2020 annual review.,Service
1462,Home care for terminally ill,Live,Terminally ill patients have a right to have care at home in accordance with thw iwshes of the patient and his/her family.  Where necessary family members should be given training to administer drugs and address other needs of the patient in a home environment.,2013-04-03,2013-04-03,Added in version 3.09.,Service
1353,Home childcarer registration,Live,"Anyone who wishes to care for children of any age up to their 18th birthday wholly or mainly in the home of a child being cared for, and care for children from no more than two families must have applied to be on the childcare register as a home childcarer",2013-04-03,2013-04-03,Added in version 3.10. Name changed to 'Home childcarer registration' in version 4.00.,Service
123,Home contents insurance,Live,"Local authorities are responsible for insurance of residential council properties but do not insure tenants personal belongings, household goods and contents. However, they may offer comprehensive insurance cover for contents which is exclusively available to tenants. Tenants are advised to take out home contents insurance.",2013-04-03,2019-01-25,Added scope notes in version 2.02. Term name changed from 'Housing - home insurance' to 'Housing - council - home insurance' in version 3.00. Name changed to 'Home contents insurance' in version 4.00.,Service
1119,Home fire safety check,Live,Inspection of residential property to help the homeowner Identify and be aware of the potential fire risks in the home and what to do to reduce or prevent these risks. Attending officers will als help put together an escape plan which can be used in the event of a fire..,2013-03-04,2019-01-25,Label modified in April 2020 review,Service
1602,Home fire safety equipment,Live,"Advice and information on how to choose, install, and maintain smoke alarms and other types of fire safety equipment residents may want to consider having in their home",2013-04-03,2019-05-16,Added in version 4.00.,Service
858,Home improvement loans,Live,Local authorities may provide financial assistance (in the form of a mortgage or secured loan) to existing or prospective homeowners to enable them to carry out improvements and repairs on their property.,2013-04-03,2013-04-03,Term name changed from 'Mortgages' to 'Housing - improvement and repairs - loans' in version 3.00. Name changed to 'Home improvement loans' in version 4.00.,Service
158,Home purchase grants,Live,Under the home move purchase scheme the local authority will pay a tenant a grant to help them buy their new home. The tenant must give up their property to be eligible for this scheme.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Home ownership service - home move purchase grants' to 'Housing - council - new home purchase grants' in version 3.00. Name changed to 'Home purchase grant' in version 4.00.,Service
433,Home renovation grants,Live,Home renovation grants may be available to repair or improve privately owned dwellings and to bring empty properties back into use.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Renovation grants' to 'Grants - home renovation' in version 3.00. Name changed to 'Home renovation grants' and scope notes updated in version 4.00.,Service
136,Home repair assistance grant,Live,"The repair assistance grant scheme provides financial assistance towards the cost of materials required to carry out repairs, improvements or adaptations to rented council property.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Home improvements - home repair assistance grant' to 'Housing - improvements - home repair assistance grant' in version 3.00. Name changed to 'Home repair assistance grant' in version 4.00.,Service
423,Home safety advice,Live,"Advice and information about safety in the home including accident prevention, what to do in the event of an accident, risks in the home etc.  Some authorities may run safety awareness training sessions for the local community.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Home safety' to 'Safety - home safety - advice' in version 3.00. Name changed in 'Home safety advice' in version 4.00.,Service
1704,Home school agreement,Live,"All maintained schools, academies, city technology colleges and city colleges for the technology of the arts are required to publish a home-school agreement and associated parental declaration.    A home-school agreement is a statement explaining the schools aims and values, the schools responsibilities towards its pupils who are of compulsory school age, the responsibility of each pupils parents and what the school expects of its pupils.  Schools must take reasonable steps to ensure that all registered parents of pupils sign the parental declaration to indicate that they understand and accept the contents of the home-school agreement.",2014-02-20,2019-05-16,,Service
1,Home schooling,Live,"The education authority will arrange to visit a parent thinking about educating their child at home to help them plan the child's education. They will ensure that the child will receive efficient full-time education suitable to their age, ability and any special needs.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Educating your child at home' to 'Schools - home schooling' in version 3.00. . Term name changed to 'Home schooling' in version 4.00,Service
937,Home security assessment,Live,"Specific, immediate, and practical security advice to householders that if implemented, may help to reduce the chance of them becoming a victim of crime.",2013-04-03,2013-04-03,Term name changed from 'Home security assessment' to 'Crime prevention - home security assessment' in version 3.00. Name changed to 'Home security assessment' in version 4.00.,Service
1800,Homelessness assessment,Live,Assessment of the circumstances of anyone in the authority area who is homeless or threatened with homelessness and may be eligible for assistance,2018-05-16,2018-05-16,Added in May 2018,Service
112,Homelessness support,Live,This service provides information and advice about housing to people who are homeless or at risk of becoming homeless. They may be offered temporary accommodation or permanent home.,2013-04-03,2013-04-03,Term name changed from 'Homelessness' to 'Homelessness (help and advice)' and scope notes added in version 2.02. Term name changed from 'Homelessness (help and advice)' to 'Homelessness - advice and support' in version 3.00. Name changed to 'Homelessness support' in version 4.00.,Service
898,Homes in multiple occupancy licence,Live,Landlords of houses of multiple occupation (with more than two households or tenants) are required to be licensed by the Local Authority.,2013-04-03,2019-01-25,Term name changed from 'Licence - house of multiple occupation' to 'Licences - homes in multiple occupancy' in version 3.00.. Name changed to 'Homes in mutiple occupancy licence' in version 4.00.,Service
1219,Horse passport,Live,"All horses, ponies and donkeys are required to have a passport, and for that passport to be kept up to date.",2013-04-03,2013-04-03,Added in version 3.07,Service
1220,Horse passport issuer licence,Live,An organisation must be authorised by SoS in order to issue horse passports,2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Horse passport issuer licence' in version 4.00.,Service
264,Hospice care for children and young people,Live,"Children's hospices provide respite and terminal care for children suffering from life-limiting conditions in a home-from-home environment. Care is provided for the child and their family at no cost to them for as long as is necessary, including post bereavement support.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Hospice care for children' to 'Children and young people - hospice care' in version 3.00. Name changed to 'Hospice care for children and young people in version 4.00.,Service
1814,Hospitals and clinics,Live,NHS hospitals and clinics providing medical services in the local area.,2020-04-28,2020-04-28,Service added in 2020 annual review.,Service
1714,Hostels and emergency accommodation,Live,Provision of hostels or other temporary accommodation for people who would otherwise be homeless.,2014-02-20,2014-02-20,,Service
1221,Hot branding of equines licence,Live,Hot branding of horses may only be carried out by an authorised person.,2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Hot branding of equines licence' in version 4.00.,Service
1374,Hotel occupancy tax,Live,"Anyone staying temprary accommodation (hotel, guest house, camp site etc.) must pay a tax to the local administration.  It is the repsonsibility of the accommodation owner to collect this tax and pay it to the council.",2013-04-03,2013-04-03,Added in version 3.09. Name changed to 'Hotel occupancy tax' and scope notes updated in version 4.00.,Service
1528,Hotel stay registration,Live,Anyone who lives long term in a hotel and has no other residence in the country can be registered at the hotel.,2010-10-20,2010-10-20,Added scope notes in version 3.11.,Service
912,House clearance and re-housing,Live,Where a property is unfit to live in the LA may decide to demolish it and redevelop the site (which may mean the clearance of neighbouring property).  The council will usually offer the owners the market value of the property and repay expenses associated with moving plus possible compensation. Where the property is rented tenants will be given priority for re-housing in a council property.,2013-04-03,2013-04-03,Term name changed from 'Clearance and re-housing service' to 'Housing - clearance and re-housing' in version 3.00. name changed to 'House clearance and rehousing' in version 4.00.,Service
648,House to house collection licence,Live,Permission must be granted by the local authority before a house to house collection can take place. Application should be made to the local authority with sufficient notice prior to the date on which the collection is due to take place.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Scope notes updated in version 3.00 to include Scottish legislation. Term name changed from 'Licence - house to house collection' to 'Licences - house to house collection' in version 3.00. Name changed to 'House to house collection licence' in version 4.00.,Service
780,Houseboat moorings,Live,Advice and regulation concerning the use and mooring of houseboats that are located in waters maintained by the local authority.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Term name changed from 'Houseboats' to 'Boats - houseboats' in version 3.00. Name changed to 'Houseboats' in version 4.00. Name changed to 'Houseboat moorings' 25/01/2019,Service
530,Household garden waste,Live,Garden waste may be collected from outside residential properties.  There may be a charge for this service. Containers for garden waste may be provided or may need to be purchased from the local authority..,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Household waste - garden waste' to 'Refuse - household waste - garden waste' in version 3.00. Name changed to 'Garden waste' and scope notes updated in version 4.00.,Service
1473,Household waste accumulation,Live,Where accumulations of rubbish are considered a statutory nuisance the council may ask the landowner to remove the rubbish and has the power to prosecute where no action is taken.,2013-04-03,2013-04-03,Added in version 3.11. Name changed to 'Household waste accumulation' in version 4.00.,Service
854,Household waste assisted collection,Live,"An assisted refuse collection service provided to residents who, through illness or infirmity, are unable to put out their refuse and do not have anyone else to assist them.",2013-04-03,2013-04-03,Term name changed from 'Assisted refuse collection' to 'Refuse - household waste - assisted collection' in version 3.00. Name changed to 'Household waste assisted collection' in version 4.00.,Service
524,Household waste collection,Live,The local authority provides a regular (usually weekly) collection of household rubbish from all residential premises within the authority boundaries.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Household waste - collection' to 'Refuse - household waste - collection' in version 3.00. Name changed to 'Household waste collection' in version 4.00.,Service
526,Household waste containers,Live,"The local authority may provide dustbins, wheelie bins or bags for household waste.  The type and size of bins available may vary according to local circumstances and to the nature of the property (e.g. the number of residents).",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Household waste - domestic bins' to 'Refuse - household waste - domestic bins' in version 3.00. Name changed to 'Household waste containers' in version 4.00.,Service
531,Household waste disposal sites,Live,Provision of civic amenity sites which may be used by local residents (usually free of charge) and businesses (usually charged).  The sites provide facilities for collection of all household and garden waste other than anything which may be considered as hazardous and requiring special treatment.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Household waste - disposal sites' to 'Refuse - household waste - disposal sites' in version 3.00.  Scope notes updated in version 3.01 for clarification. Name changed to 'Household waste disposal sites' in version 4.00.,Service
1470,Household waste enforcement,Live,Under the council can specify the location and times at which household waste can be placed for collection. The council can take action against any residents who do not comply with local regulations.,2013-04-03,2013-04-03,Added in version 3.11. Name changed to 'Household waste enforcement' in version 4.00.,Service
1523,Household waste registration,Live,Households must register with the local authority and pay the appropriate fee in order to have their household waste collected.  Stamps proving payment of the fee should be placed on the containers from which refuse is collected.,2010-10-14,2010-10-14,Added scope notes in version 3.11.,Service
716,Houses in multiple occupation register,Live,The landlord or person having control of or managing homes in multiple occupancy must apply to register the premises with the local authority.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Homes in multiple occupancy - register' to 'Housing - multiple occupation - register' in version 3.00. Name changed to 'Houses in multiple occupation register' in version 4.00.,Service
150,Houses in multiple occupation safety inspection,Live,"The local authority carries out safety inspection on homes in multiple occupation to ensure that it is safe, fit to live in and meet the legislative standards.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Safety inspection - homes in multiple occupation' to 'Housing - multiple occupation - safety inspection' in version 3.00. Name changed to 'Houses in multiple occupation safety inspection' in version 4.00.,Service
90,Housing - allocations  - re-housing decision appeal,Live,"An applicant who has been refused a place on the housing register, who is unhappy with their allocation of housing points or who has been suspended from the waiting list can ask the local authority to review their decision.  The authority should publish details of their appeals procedure.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing allocations - rehousing decision appeal' to 'Housing - allocations - re-housing decision appeal' in version 3.00.,Service
84,Housing - allocations - general information,Live,"The local authority is responsible for providing information and support for local citizens on the process of applying for council accommodation.  This may include publication of the housing register, information on allocation priorities, advice on how to apply etc.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing allocations - general information' to 'Housing - allocations - general information' in version 3.00.,Service
145,Housing - council - improvement strategy,Live,"Local authority run housing is expected to be of a suitable standard as defined by national legislation.
In England the Government requires all local housing authorities to achieve a new 'decent homes' standard by 2010 and to consult with tenants, leaseholders and other stakeholders about how best to achieve this and other wishes for service improvements. 
In Scotland local authorities and registered social landlords are expected to ensure that their stock meets the Scottish Housing Quality Standards by 2015 as set by the Scottish Executive and Communities Scotland.",2013-04-03,2013-04-03,Term name changed from 'Council initiatives' to 'Council initiatives (housing improvements)' and scope notes added in version 2.02. Scope notes updated to cover Scottish legislation in version 3.00. Term name changed from 'Council initiatives (housing improvements)' to 'Housing - council - improvement strategy' in version 3.00.,Service
156,Housing - council - services and communal repairs,Live,When a council property has been purchased in a leasehold agreement by the tenant the local authority remains responsible for carrying out repairs and maintenance in communal areas and structural and exterior repairs.  The leaseholder is expected to contribute a share of the cost.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Home ownership service - services and communal repairs' to 'Housing - council - services and communal repairs' in version 3.00.,Service
138,Housing - improvements - housing renovation grant for a private property,Live,A renovation grant scheme provides financial assistance towards the cost of larger scale works required to make a house fit for occupancy or to put a dwelling into reasonable repair.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Home improvements - housing renovation grant for a private property' to 'Housing - improvements - housing renovation grant for a private property' in version 3.00.,Service
103,Housing - sheltered - homeless people,Live,Homeless people who fit eligibility criteria (age and needs) for council run sheltered accommodation can apply for a place and will be assessed for suitability.  Where they do not fit eligibility for sheltered accommodation they will be considered for other council run housing in the standard way.,2013-04-03,2013-04-03,Term name changed from 'Homeless' to 'Sheltered housing for the homeless' and scope notes added in version 2.02. Term name changed from 'Sheltered housing for the homeless' to 'Housing - sheltered - homeless people' in version 3.00.,Service
105,Housing - sheltered - housing association tenants,Live,Accommodation in sheltered housing is unfurnished properties specially designed or adapted for elderly people.  Local residents who are currently housing association tenants may be eligible for sheltered housing according to age and needs. The council carry out an assessment of applicants and maintain a waiting list until suitable properties become available.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing association tenants' to 'Housing - sheltered - housing association tenants' in version 3.00.,Service
104,Housing - sheltered - non-council tenants,Live,Accommodation in sheltered housing is unfurnished properties specially designed or adapted for elderly people.  Local residents who are not currently a council tenant may be eligible for sheltered housing according to age and needs. The council carry out an assessment of applicants and maintain a waiting list until suitable properties become available.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Non-council tenants' to 'Housing - sheltered - non-council tenants' in version 3.00.,Service
652,Housing advice,Live,"Advice to homeowners, tenants and landlords in the private sector on housing related matters such as tenancies, welfare benefits, rent, alterations and repairs, neighbour disputes etc.",2013-03-04,2013-04-03,Label and description modified to include other assistance in April 2020,Service
89,Housing allocation system,Live,The local authority or Registered Social Landlord uses a housing point system as a guide to priority when allocating housing. The points system reflects the current situation or condition in which an applicant lives.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes updated in version 3.00. Term name changed from 'Housing allocations - allocation points' to 'Housing - allocations - allocation system' in version 3.00. Name changed to 'Housing allocation system' in version 4.00.,Service
661,Housing and public health,Live,Providing advice and information to the public on all aspects of public health relating to housing.  Enforcement of public health and housing regulations.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Public health - housing' to 'Housing - public health advice' in version 3.00. Name changed to 'Housing and public health' in version 4.00.,Service
87,Housing association  nomination and registration,Live,Housing Associations are 'Registered Social Landlords' not private landlords. They provide housing in a very similar way to the Council and are non-profit making.  People on the local  authority transfer list or housing register may be offered a Housing Association property instead of a Council home.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing association - nomination to join the register' to 'Housing - associations - nomination and registration' in version 3.00. Name changed to 'Housing association nomination and registration' in version 4.00,Service
72,Housing benefit appeals,Live,Anyone who has claimed housing benefit and disagrees with the decision made in their assessment can challenge the decision by submitting an appeal from within one month of the date of the original decision.  The authority is responsible for advising claimants of appeal procedures and investigating each appeal.,2013-04-03,2019-05-16,Term name changed from' Appeals' to 'Housing benefit appeals' and scope notes added in version 2.02. Term name changed from 'Housing benefit appeals' to 'Housing - benefit - appeals' in version 3.00. Name changed to 'Hosuing benefit appeals' in version 4.00.,Service
68,Housing benefit backdated claims,Live,A claimant may be eligible for their claim for housing benefit to be backdated (by up to 52 weeks) if there is a good cause why they were unable to apply for their housing benefit earlier.  The authority is responsible for advising residents about eligibility for backdating claims and for processing applications.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Backdating claims' to 'Housing - benefit - backdated claims' in version 3.00. Name changed to 'Housing benefit backdated claims' in version 4.00,Service
70,Housing benefit current claim,Live,"Review of housing benefit for an existing client usually as a result of a change of circumstances (new job, change of address etc.)",2013-04-03,2013-04-03,Term name changed from' Current claim' to 'Current claim (housing tax benefit)' and scope notes added in version 2.02. Term name changed from 'Current claim (housing tax benefit)' to 'Housing - benefit - current claim' in version 3.00. name changed to 'Hosuing benefit current claim' in version 4.00.,Service
69,Housing benefit new claim,Live,Processing of a new claim for housing benefit from both council and private tenants.  Claims require evidence of tenancy and income in order to assess eligibility for benefit.,2013-04-03,2013-04-03,Term name changed from' New claim' to 'Housing benefit - new claim' and scope notes added in version 2.02. Term name changed from 'Housing benefit - new claim' to 'Housing - benefit - new claim' in version 3.00. Name changed to 'Housing benefit new claim' in version 4.00.,Service
71,Housing benefit overpayments,Live,The local authority has a duty to recover overpayments of benefit for which there was no entitlement from tenants and landlords and where necessary take criminal proceedings in respect of fraudulent overpayments.,2013-04-03,2013-04-03,Term name changed from' Overpayments' to 'Housing benefit - overpayments' and scope notes added in version 2.02. Term name changed from 'Housing benefit - overpayments' to 'Housing - benefit - overpayments' in version 3.00. Name changed to 'Hosuing benefit overpayments' in version 4.00.,Service
73,Housing benefit renewal,Live,Local authorities may review the circumstances of anyone who is currently receiving housing and council tax benefit by issuing a change in circumstances form or by carrying out a visit.,2013-04-03,2013-04-03,"Term name changed from' Renewal' to 'Housing benefit - renewal' and scope notes added in version 2.02, and changed in version 3.06. Term name changed from 'Housing benefit - renewal' to 'Housing - benefit - renewal' in version 3.00. Name changed to 'Housing benefit renewal' in version 4.00.",Service
1054,Housing Care and Repair scheme,Live,"The Care and Repair project is for elderly or disabled owner/occupiers or private sector tenants who require repairs or improvements to their home. The service excludes decoration, gardening, fencing, slabbing etc.  Clients are required to pay the cost of the materials only. A hardship fund will operate to pay for materials in limited cases. If you are unsure whether the small repairs service can assist, please telephone for advice.",2013-04-03,2013-04-03,Name changed to 'Musical instrument hire' in version 4.00.,Service
666,Housing condition surveys,Live,The local authority is under a duty to gain access to properties to undertake surveys for number of reasons such as major repairs and to carry out specialist surveys.,2013-04-03,2019-01-25,Added scope notes in version 2.02. Term name changed from 'Surveying (major repairs)' to 'Housing - surveying - major repairs' in version 3.00. Name changed to 'House surveying - major repairs' in version 4.00. Name changed o 'Housing condition surveys' 25/01/2019,Service
97,Housing crime support,Live,"The local authority provides support and assistance to residents who are victims of a crime such as homophobic crime, racist crime, or general crime committed in their home or whilst in the vicinity of their home. If the resident is a council tenant and the council are unable to resolve the problem they may offer the tenant the chance of being re-housed in a different area.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Name changed in version 3.0 to clarify scope. Term name changed from 'Council housing - crime' to 'Housing - crime support and assistance' in version 3.00. Scope notes updated in version 3.04. Name changed to 'Housing crime support' in version 4.00.,Service
1821,Housing enforcement,Live,The local authority is responsible for enforcing legislation which establishes how landlords and letting agents should deal with tenants regarding living accommodation and associated financial matters,2020-04-28,2020-04-28,Service added in 2020 annual review.,Service
99,Housing estate safety,Live,The council work with tenants to ensure the safety of all council housing estates.  They will address issues of nuisance and harassment and ensure all areas are well lit and secured (entry doors etc.).,2013-04-03,2013-04-03,Added scope notes in version 2.02. Name changed to 'Housing estate safety' in version 4.00.,Service
117,Housing evictions,Live,If a tenant fails to pay rent or breaches any aspects of their tenancy agreement the local authority has the right to evict the tenant by applying to the court to repossess the property.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Council housing - evictions' to 'Housing - council - evictions' in version 3.00. Name changed to 'Housing evictions' in version 4.00.,Service
1504,Housing insulation,Live,Loft insulation (typically with glass or mineral wool) can increase the enrgy efficiency of a property.  Assistance with insulating a home may be provided either by carrying out the installation or in the form of a grant or financial assistance towards the installation.,2010-10-14,2010-10-14,Added scope notes in version 3.11.,Service
124,Housing insurance claims,Live,"Council tenants may make insurance claims against the council for any damage that the council causes to the tenants' possessions, or injury to the tenant or members of their family.  This includes damage caused by contractors working on behalf of the council.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing - insurance claims against the council' to 'Housing - council - insurance claims' in version 3.00. Name changed to 'Housing insurance claims' in version 4.00.,Service
110,Housing legal advice,Live,"Court housing advice and representation schemes aim to provide free, independent and confidential advice and representation to homeowners and tenants attending hearings in possession proceedings brought on grounds of arrears, who either have not previously obtained advice and/or are without legal representation.  In Scotland, the Shelter and Law Centre aims to provide free advice and support.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Representation on court' to 'Housing - legal advice and support ' in version 3.00. Scope notes amended in version 3.05. Name changed to 'Housing legal advice' in version 4.00.,Service
1124,Housing mediation,Live,The council provides a mediation service to help resolve disputes between neighbours or between citizens and the council.,2013-04-03,2013-04-03,Name changed to 'Housing mediation' in version 4.00.,Service
144,Housing modernisation schemes,Live,"For council owned properties which are particularly old the council will implement a modernisation scheme to bring the property up to acceptable standards.  This may involve rewiring, new windows, new doors etc.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Modernisation schemes' to 'Housing - council - modernisation schemes' in version 3.00. Name changed to 'Housing modernisation schemes' in version 4.00.,Service
98,Housing nuisance,Live,"The local authority will provide support and assistance to local residents who are victims of harassment, anti-social behaviour and noise and nuisances and where necessary take appropriate actions in conjunction with other agencies (police etc.).",2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Council housing - nuisance/threatening behaviour' to 'Housing - nuisance and threatening behaviour' in version 3.00.  Scope notes updated to replace 'tenants' with 'local residents' in 3.01. Name changed to 'Housing nuisance' in version 4.00.,Service
911,Housing referrals,Live,The council may refer tenants to Registered Social Landlords (housing associations) within the council area or to the housing division of another LA where a move to another area is a possibility.  RSLs will normally operate a scheme with the council whereby a proportion of their property is set aside for people on the council's housing waiting list.,2013-04-03,2013-04-03,Term name changed from 'Referrals to other RSLs/LAs' to 'Housing - referrals to housing associations and other local authorities' in version 3.00. Name changed to 'Housing referrals' in version 4.00.,Service
120,Housing rent,Live,Every council tenant must pay rent for their property. Rent is usually payable weekly and may include other regular or communal charges associated with the property. The local authority will help tenants to claim any available assistance with paying their rent.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing rents' to 'Housing - council - rent' in version 3.00. Name changed to 'Housing rent' in version 4.00.,Service
148,Housing rent setting,Live,The local authority is responsible for setting the level of rent based on how much it needs to spend on services for its tenants.  Rents should be published giving reasonable notice of any changes (usually at least one month).,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Housing - rent setting' to 'Housing - council - rent setting' in version 3.00. Name changed to 'Housing rent setting' in version 4.00.,Service
