Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,831,Family support groups and organisations,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,264,Hospice care for children and young people,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,1772,Integrated family support,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,260,Respite care for children and young people,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,229,Shared care for adults,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,261,Shared care for children and young people,Live,Service
104,Parenting support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100,Family support,Family support,,is addressed by,1790,Short breaks,Live,Service
105,Youth support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|69|121,Family support|Social inclusion|Safe and appropriate home,Family support,,is addressed by,642,Activities for children and young people,Live,Service
105,Youth support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|69|121,Family support|Social inclusion|Safe and appropriate home,Family support,,is addressed by,700,Advice for young people,Live,Service
105,Youth support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|69|121,Family support|Social inclusion|Safe and appropriate home,Family support,,is addressed by,1772,Integrated family support,Live,Service
105,Youth support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|69|121,Family support|Social inclusion|Safe and appropriate home,Family support,,is addressed by,837,Preventative services for children and young people,Live,Service
105,Youth support,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,100|69|121,Family support|Social inclusion|Safe and appropriate home,Family support,,is addressed by,643,Young people's organised activities,Discontinued,Service
107,Financial security,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,,,,,,,,,
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,650,Accommodation certificates,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,1142,Caretaking,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,122,Communal heating charge,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,913,Empty residential properties,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,115,Garage lettings,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,123,Home contents insurance,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,112,Homelessness support,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,1714,Hostels and emergency accommodation,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,912,House clearance and re-housing,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,87,Housing association  nomination and registration,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,120,Housing rent,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,148,Housing rent setting,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,1771,Housing service charges,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,91,Housing tenant support,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,119,Late tenancy arrears,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,665,New tenant support,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,157,Property deeds,Discontinued,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,92,Registering for a council property,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,116,Rent arrears,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,107,Sheltered and supported housing,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,1012,Tenant participation,Live,Service
42,Housing support,Live,,2013-03-04,2013-03-04,,Need,121|107,Safe and appropriate home|Financial security,Financial security,,is addressed by,101,Unauthorised house occupants,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,657,Alley gating,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,800,Arson reduction,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1783,Channel early intervention scheme,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,793,Civil emergencies - flooding,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,792,Civil emergencies - major accident hazards,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1750,Civil injunction,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,802,Community fire safety,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1752,Community protection notice,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,870,Community safety,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1044,Community wardens,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1782,Counter terrorism (Prevent),Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1696,Criminal behaviour order,Discontinued,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,812,Fire safety education,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1612,Flood prevention,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1796,Gas safety inspection,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1119,Home fire safety check,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,423,Home safety advice,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,97,Housing crime support,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,99,Housing estate safety,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,98,Housing nuisance,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1373,Needle exchange,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1156,Neighbourhood policing,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,1586,Play streets,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,164,Protection from harm,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,498,Town centre CCTV,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,497,Town centre crime prevention,Live,Service
18,Safe living environment,Live,,2013-03-04,2013-03-04,,Need,108|110|73|14|42|121,Good living environment|Improved health and wellbeing|Somewhere to live|Freedom from crime/fear of crime|Housing support|Safe and appropriate home,Financial security,Housing support,is addressed by,586,Vandalism prevention,Live,Service
108,Good living environment,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,,,,,,,,,
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,1783,Channel early intervention scheme,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,870,Community safety,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,1044,Community wardens,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,1782,Counter terrorism (Prevent),Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,1133,Hate crime,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,99,Housing estate safety,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,98,Housing nuisance,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,1156,Neighbourhood policing,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,164,Protection from harm,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,1753,Public Spaces Protection Order,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,497,Town centre crime prevention,Live,Service
14,Freedom from crime/fear of crime,Live,,2013-03-04,2013-03-04,,Need,108,Good living environment,Good living environment,,is addressed by,586,Vandalism prevention,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,760,Coastal events,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,649,Common land and village greens,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,746,Community farms,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,745,Countryside conservation,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,468,Countryside events,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,466,Countryside facilities,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,702,Countryside management,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,469,Countryside visitor centres,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,495,Environmental policy,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,751,Field study centres,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,748,Forest and woodland management,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,464,Grazing land,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,1540,Nature reserves,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,1118,Open access land,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,1793,Outdoor activities,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,463,Outdoor events,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,670,Outdoor play facilities,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,669,Parks and open space landscaping,Discontinued,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,709,Parks and open space maintenance and landscaping,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,461,Parks and open spaces,Live,Service
68,Open spaces,Live,,2013-03-04,2013-03-04,,Need,108|65,Good living environment|Leisure activities,Good living environment,,is addressed by,1724,Smallholdings,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,539,Cycle lanes and routes,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,547,Cycle training,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,546,Cycling and walking to school schemes,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,545,Dangerous road improvements,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,783,Driver training,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,537,Pavement maintenance,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,568,Pedestrian crossings,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,1586,Play streets,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,561,Road gritting,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,557,Road maintenance,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,784,Road safety cameras,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,540,Road signs,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,573,School crossing patrols,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,562,Snow clearance,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,543,Speed humps,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,571,Speed limits,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,564,Street lighting,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,567,Traffic lights,Live,Service
109,Safe roads,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,108|118,Good living environment|Mobility,Good living environment,,is addressed by,548,Traffic schemes,Live,Service
110,Improved health and wellbeing,Live,,2017-01-04,2017-01-04,Added in April 2017 review,Need,,,,,,,,,
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,727,Alcohol advice and support,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1749,Contraception,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,730,Drugs advice and support,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1789,Exercise and fitness classes,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,199,Health advice,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1747,Health checks,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,202,HIV / AIDS support for adults,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,833,Leaving hospital,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1284,Mental health support,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,927,Midwifery and maternity services,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,336,Municipal golf courses,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,718,Occupational health services,Discontinued,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,180,Occupational therapy,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1793,Outdoor activities,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,731,Safeguarding vulnerable adults,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,641,Sports clubs and groups,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,451,Sports facilities,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1746,Stopping smoking,Live,Service
27,Better health,Live,,2013-03-04,2013-03-04,,Need,110,Improved health and wellbeing,Improved health and wellbeing,,is addressed by,1674,Swimming pools and water based activities,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,293,Adult hospice care,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,292,Adult residential care,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,242,Care at home,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,313,Community alarms and Telecare,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,1747,Health checks,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,178,Home adaptations and aids,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,271,Incontinence laundry service,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,833,Leaving hospital,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,1284,Mental health support,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,315,Mobile meals,Live,Service
34,Dealing with chronic illness,Live,,2013-03-04,2013-03-04,,Need,27|110,Better health|Improved health and wellbeing,Improved health and wellbeing,Better health,is addressed by,107,Sheltered and supported housing,Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,163,Counselling,Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,241,Inclusive leisure and social activities,Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,1284,Mental health support,Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,164,Protection from harm,Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,7,"Psychological, psychiatric or social work services in schools",Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,731,Safeguarding vulnerable adults,Live,Service
36,Improving mental health,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,1794,Skills for living,Live,Service
33,Nursing care,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,293,Adult hospice care,Live,Service
33,Nursing care,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,292,Adult residential care,Live,Service
33,Nursing care,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,264,Hospice care for children and young people,Live,Service
33,Nursing care,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,833,Leaving hospital,Live,Service
33,Nursing care,Live,,2013-03-04,2013-03-04,,Need,110|27,Improved health and wellbeing|Better health,Improved health and wellbeing,Better health,is addressed by,263,Residential care for children and young people,Live,Service
